01 07005 20200101 102260
01 07005 20200102 101940
01 07005 20200103 101130
01 07005 20200104 102400
01 07005 20200105 102780
01 07005 20200106 102280
01 07005 20200107 101570
01 07005 20200108 101480
01 07005 20200109 101100
01 07005 20200110 100090
01 07005 20200111 102400
01 07005 20200112 101660
01 07005 20200113 101470
01 07005 20200114 99520
01 07005 20200115 99810
01 07005 20200116 101440
01 07005 20200117 100550
01 07005 20200118 101370
01 07005 20200119 102540
01 07005 20200120 103910
01 07005 20200121 103580
01 07005 20200122 103000
01 07005 20200123 102650
01 07005 20200124 101730
01 07005 20200125 101380
01 07005 20200126 100820
01 07005 20200127 100090
01 07005 20200128 98740
01 07005 20200129 99710
01 07005 20200130 100580
01 07005 20200131 100030
01 07005 20200201 99850
01 07005 20200202 100520
01 07005 20200203 100590
01 07005 20200204 100560
01 07005 20200205 102400
01 07005 20200206 102680
01 07005 20200207 101840
01 07005 20200208 100960
01 07005 20200209 100900
01 07005 20200210 98750
01 07005 20200211 99770
01 07005 20200212 100710
01 07005 20200213 100500
01 07005 20200214 100430
01 07005 20200215 101180
01 07005 20200216 99910
01 07005 20200217 100270
01 07005 20200218 101300
01 07005 20200219 100920
01 07005 20200220 101060
01 07005 20200221 101560
01 07005 20200222 101630
01 07005 20200223 101630
01 07005 20200224 101650
01 07005 20200225 99940
01 07005 20200226 98980
01 07005 20200227 99990
01 07005 20200228 100810
01 07005 20200229 99180
01 07005 20200301 98580
01 07005 20200302 98330
01 07005 20200303 99210
01 07005 20200304 100270
01 07005 20200305 99310
01 07005 20200306 98430
01 07005 20200307 100650
01 07005 20200308 100830
01 07005 20200309 100200
01 07005 20200310 100200
01 07005 20200311 100450
01 07005 20200312 100110
01 07005 20200313 100810
01 07005 20200314 101220
01 07005 20200315 100770
01 07005 20200316 100480
01 07005 20200317 101950
01 07005 20200318 102060
01 07005 20200319 101740
01 07005 20200320 101490
01 07005 20200321 101660
01 07005 20200322 101420
01 07005 20200323 101740
01 07005 20200324 101870
01 07005 20200325 101670
01 07005 20200326 101240
01 07005 20200327 101170
01 07005 20200328 101190
01 07005 20200329 102060
01 07005 20201026 99230
01 07005 20201027 99590
01 07005 20201028 99570
01 07005 20201029 100270
01 07005 20201030 101000
01 07005 20201031 101420
01 07005 20201101 100690
01 07005 20201102 99940
01 07005 20201103 101200
01 07005 20201104 101920
01 07005 20201105 103000
01 07005 20201106 102560
01 07005 20201107 101370
01 07005 20201108 101070
01 07005 20201109 101170
01 07005 20201110 101400
01 07005 20201111 101740
01 07005 20201112 100520
01 07005 20201113 100900
01 07005 20201114 100840
01 07005 20201115 99950
01 07005 20201116 99780
01 07005 20201117 101390
01 07005 20201118 101660
01 07005 20201119 101250
01 07005 20201120 102710
01 07005 20201121 102420
01 07005 20201122 101920
01 07005 20201123 101940
01 07005 20201124 101760
01 07005 20201125 100610
01 07005 20201126 101040
01 07005 20201127 101110
01 07005 20201128 100770
01 07005 20201129 101260
01 07005 20201130 101900
01 07005 20201201 101060
01 07005 20201202 101340
01 07005 20201203 100040
01 07005 20201204 96520
01 07005 20201205 97940
01 07005 20201206 98820
01 07005 20201207 99180
01 07005 20201208 99070
01 07005 20201209 99930
01 07005 20201210 99620
