07299;47.614333;7.51;1.39;2.99
07335;46.593833;0.314333;-1.09;1.56
07481;45.7265;5.077833;-1.91;10.83
07661;43.079333;5.940833;1.61;3.44
07761;41.918;8.792667;0;0
07037;49.383;1.181667;0.95;1.65
07222;47.15;-1.608833;0;0
07314;46.046833;-1.4115;1.56;3.35
07591;44.565667;6.502333;-1.30;0.00
07621;43.188;0.0;0.18;2.09
07460;45.786833;3.149333;0.00;8.20
07661;43.079333;5.940833;4.26;2.98
07761;41.918;8.792667;3.72;1.73
07168;48.324667;4.02;0.34;1.26
07577;44.581167;4.733;0;0
07621;43.188;0.0;3.29;1.20
07015;50.57;3.0975;-3.08;8.46
07072;49.209667;4.155333;-1.79;6.66
07181;48.581;5.959833;-2.14;1.80
07471;45.0745;3.764;0.25;2.89
07510;44.830667;-0.691333;-2.38;1.66
07015;50.57;3.0975;-1.67;1.99
07207;47.294333;-3.218333;-5.10;8.83
07577;44.581167;4.733;-0.59;0.10
07255;47.059167;2.359833;-0.69;0.98
07335;46.593833;0.314333;-0.72;2.70
07168;48.324667;4.02;0.13;1.49
07117;48.825833;-3.473167;-3.75;6.50
07027;49.18;-0.456167;-4.25;7.36
07190;48.5495;7.640333;-4.13;5.90
07314;46.046833;-1.4115;-4.56;5.44
07481;45.7265;5.077833;-4.08;0.36
07558;44.1185;3.0195;-8.37;0.73
07690;43.648833;7.209;0.00;3.30
07207;47.294333;-3.218333;-5.51;7.86
07434;45.861167;1.175;-3.83;3.21
07130;48.068833;-1.734;-2.11;4.53
07434;45.861167;1.175;-2.45;5.26
07627;43.005333;1.106833;1.99;0.17
07747;42.737167;2.872833;1.99;4.26
07661;43.079333;5.940833;-5.21;4.37
07207;47.294333;-3.218333;-0.66;3.74
07240;47.4445;0.727333;-0.38;0.82
07747;42.737167;2.872833;-1.50;2.60
07630;43.621;1.378833;-1.23;1.03
07005;50.136;1.834;-1.32;1.88
07027;49.18;-0.456167;-1.27;3.48
07190;48.5495;7.640333;-3.20;0.00
07535;44.745;1.396667;-1.40;0.00
07149;48.716833;2.384333;-2.15;3.72
07299;47.614333;7.51;1.64;4.51
07240;47.4445;0.727333;-1.35;1.61
07255;47.059167;2.359833;-3.98;0.35
07535;44.745;1.396667;1.20;2.08
07577;44.581167;4.733;0.73;0.34
07027;49.18;-0.456167;0.57;3.25
07207;47.294333;-3.218333;0.58;6.67
07471;45.0745;3.764;-0.59;0.10
07607;43.909833;-0.500167;0.77;0.64
07643;43.577;3.963167;1.67;0.30
07168;48.324667;4.02;0.70;2.61
07627;43.005333;1.106833;1.15;1.99
07661;43.079333;5.940833;1.22;4.54
07690;43.648833;7.209;-0.31;3.49
07005;50.136;1.834;0.28;3.19
07110;48.444167;-4.412;-1.70;9.65
07139;48.4455;0.110167;-1.73;3.72
07650;43.437667;5.216;0.75;1.06
07661;43.079333;5.940833;-5.32;3.73
07314;46.046833;-1.4115;-2.83;3.37
07577;44.581167;4.733;3.67;0.98
07139;48.4455;0.110167;-2.64;3.77
07690;43.648833;7.209;2.01;2.87
07481;45.7265;5.077833;-3.81;1.77
07650;43.437667;5.216;-4.05;7.01
07149;48.716833;2.384333;-3.64;2.10
07280;47.267833;5.088333;-2.21;1.55
07015;50.57;3.0975;-0.11;1.30
07510;44.830667;-0.691333;1.00;0.09
07535;44.745;1.396667;0;0
07072;49.209667;4.155333;1.28;0.23
07607;43.909833;-0.500167;-0.63;0.30
07630;43.621;1.378833;-0.85;0.31
07643;43.577;3.963167;-1.84;0.49
07015;50.57;3.0975;0.00;2.40
07020;49.725167;-1.939833;-1.61;3.44
07643;43.577;3.963167;-1.90;0.89
07139;48.4455;0.110167;-0.26;2.99
07207;47.294333;-3.218333;-0.76;8.67
07471;45.0745;3.764;1.23;1.03
07510;44.830667;-0.691333;0.26;1.48
07117;48.825833;-3.473167;-2.25;8.40
07168;48.324667;4.02;-1.63;6.09
07117;48.825833;-3.473167;-2.75;5.89
07072;49.209667;4.155333;-1.86;2.22
07168;48.324667;4.02;-2.60;4.50
07471;45.0745;3.764;-2.25;2.68
07190;48.5495;7.640333;-1.75;3.03
07280;47.267833;5.088333;-1.70;2.94
07434;45.861167;1.175;-2.69;2.69
07280;47.267833;5.088333;-0.31;1.16
07630;43.621;1.378833;-6.20;1.09
07747;42.737167;2.872833;-5.17;2.41
07510;44.830667;-0.691333;-0.89;1.90
07577;44.581167;4.733;3.57;0.96
07110;48.444167;-4.412;-0.72;1.54
07460;45.786833;3.149333;1.36;0.63
07240;47.4445;0.727333;-3.28;2.29
07207;47.294333;-3.218333;-3.75;3.75
07607;43.909833;-0.500167;-0.28;1.58
07747;42.737167;2.872833;-6.93;4.00
07314;46.046833;-1.4115;-3.19;2.24
07005;50.136;1.834;-4.18;4.98
07072;49.209667;4.155333;-2.77;1.60
07072;49.209667;4.155333;-1.03;0.38
07460;45.786833;3.149333;-0.87;0.50
07790;42.540667;9.485167;-4.59;2.65
07255;47.059167;2.359833;-1.56;0.90
07690;43.648833;7.209;-2.13;0.57
07015;50.57;3.0975;-0.45;2.56
07240;47.4445;0.727333;-1.00;0.84
07255;47.059167;2.359833;-0.84;0.71
07335;46.593833;0.314333;-0.80;1.15
07207;47.294333;-3.218333;-0.70;2.61
07761;41.918;8.792667;-2.24;4.80
07535;44.745;1.396667;-1.87;0.33
07607;43.909833;-0.500167;0.00;2
07460;45.786833;3.149333;2.22;0.60
07181;48.581;5.959833;-0.35;3.98
07630;43.621;1.378833;2.09;5.73
07643;43.577;3.963167;1.68;4.60
07761;41.918;8.792667;0.23;2.59
07117;48.825833;-3.473167;-0.67;7.67
07130;48.068833;-1.734;0.50;2.86
07139;48.4455;0.110167;0.33;1.87
07149;48.716833;2.384333;0.43;2.46
07460;45.786833;3.149333;0;0
07607;43.909833;-0.500167;0.98;0.69
07460;45.786833;3.149333;-1.32;4.93
07139;48.4455;0.110167;-0.84;1.00
07510;44.830667;-0.691333;-2.56;0.45
07139;48.4455;0.110167;0;0
07240;47.4445;0.727333;1.03;2.82
07299;47.614333;7.51;0.24;2.69
07471;45.0745;3.764;-1.16;0.31
07481;45.7265;5.077833;2.29;3.28
07255;47.059167;2.359833;0.59;3.35
07314;46.046833;-1.4115;-0.91;3.38
07510;44.830667;-0.691333;0.18;2.09
07181;48.581;5.959833;1.22;4.54
07460;45.786833;3.149333;0.89;5.02
07110;48.444167;-4.412;-0.93;10.66
07020;49.725167;-1.939833;-5.44;4.56
07037;49.383;1.181667;-0.76;4.33
07037;49.383;1.181667;-4.29;3.60
07280;47.267833;5.088333;0.37;4.18
07072;49.209667;4.155333;-4.67;3.27
07240;47.4445;0.727333;-3.79;5.41
07591;44.565667;6.502333;-0.72;1.97
07607;43.909833;-0.500167;-0.60;2.22
07627;43.005333;1.106833;0.30;0.63
07299;47.614333;7.51;0.41;1.13
07577;44.581167;4.733;2.49;0.22
07510;44.830667;-0.691333;-0.30;1.67
07005;50.136;1.834;-5.41;1.45
07481;45.7265;5.077833;-2;0.00
07181;48.581;5.959833;-0.23;2.59
07460;45.786833;3.149333;2.59;0.23
07577;44.581167;4.733;5.22;0.92
07630;43.621;1.378833;-1.27;3.48
07168;48.324667;4.02;-3.79;4.52
07690;43.648833;7.209;-5.22;1.40
07761;41.918;8.792667;-1.61;2.29
07790;42.540667;9.485167;-2.41;0.65
07643;43.577;3.963167;2.60;1.50
07690;43.648833;7.209;-4.13;1.50
07130;48.068833;-1.734;-1.07;0.90
07558;44.1185;3.0195;2.44;0.89
07181;48.581;5.959833;-0.73;8.37
07110;48.444167;-4.412;-3.90;5.57
07621;43.188;0.0;-3.55;2.05
07650;43.437667;5.216;0.85;1.81
07299;47.614333;7.51;-0.49;1.84
07335;46.593833;0.314333;-0.96;3.57
07535;44.745;1.396667;-0.38;1.03
07471;45.0745;3.764;-4.53;2.11
07761;41.918;8.792667;-2.40;4.16
07434;45.861167;1.175;-2.91;1.06
07015;50.57;3.0975;-3.28;0.88
07005;50.136;1.834;-2.16;0.79
07510;44.830667;-0.691333;-1.50;2.60
07577;44.581167;4.733;2.13;0.57
07630;43.621;1.378833;-4.03;4.03
07015;50.57;3.0975;-2.81;1.31
07314;46.046833;-1.4115;-3.19;1.16
07790;42.540667;9.485167;-1.65;0.95
07149;48.716833;2.384333;-2.51;0.67
07460;45.786833;3.149333;-1.35;0.36
07015;50.57;3.0975;3.15;0.56
07037;49.383;1.181667;1.38;0.24
07434;45.861167;1.175;2.73;0.99
07110;48.444167;-4.412;0.68;1.88
07117;48.825833;-3.473167;1.80;2.14
07130;48.068833;-1.734;-0.91;0.42
07190;48.5495;7.640333;0.16;0.58
07471;45.0745;3.764;-0.31;0.85
07558;44.1185;3.0195;4.98;1.81
07577;44.581167;4.733;5.81;1.02
07190;48.5495;7.640333;-2.30;0.00
07255;47.059167;2.359833;1.03;0.38
07643;43.577;3.963167;5.58;0.49
07072;49.209667;4.155333;1.97;0.72
07240;47.4445;0.727333;-2.68;1.55
07510;44.830667;-0.691333;-4.73;0.83
07255;47.059167;2.359833;1.30;0.11
07747;42.737167;2.872833;-4.14;3.47
07761;41.918;8.792667;1.88;0.68
07015;50.57;3.0975;-0.34;0.94
07027;49.18;-0.456167;-0.24;2.69
07072;49.209667;4.155333;0;0
07037;49.383;1.181667;-1.94;4.17
07168;48.324667;4.02;-0.39;4.48
07240;47.4445;0.727333;-1.20;2.08
07015;50.57;3.0975;-2.66;5.71
07255;47.059167;2.359833;-2.19;2.60
07181;48.581;5.959833;-2.35;4.07
07577;44.581167;4.733;5.31;1.42
07015;50.57;3.0975;-1.74;4.79
07015;50.57;3.0975;-2.55;4.42
07110;48.444167;-4.412;-2.22;0.60
07577;44.581167;4.733;-0.30;0.63
07471;45.0745;3.764;-0.63;1.36
07110;48.444167;-4.412;1.45;0.68
07607;43.909833;-0.500167;1.56;0.90
07190;48.5495;7.640333;0.24;2.69
07027;49.18;-0.456167;2.27;0.40
07558;44.1185;3.0195;0.39;4.48
07643;43.577;3.963167;0.54;3.05
07222;47.15;-1.608833;-2.54;0.92
07299;47.614333;7.51;0.12;0.69
07643;43.577;3.963167;0.85;1.47
07690;43.648833;7.209;-2.73;0.99
07168;48.324667;4.02;-2.63;1.23
07207;47.294333;-3.218333;-4.48;0.39
07627;43.005333;1.106833;-0.61;0.51
07690;43.648833;7.209;-5.70;1.53
07181;48.581;5.959833;-0.96;1.15
07222;47.15;-1.608833;3.19;0.28
07139;48.4455;0.110167;-1.73;1.00
07621;43.188;0.0;-3.44;4.91
07690;43.648833;7.209;3.14;2.64
07190;48.5495;7.640333;-1.56;1.09
07037;49.383;1.181667;-1.55;2.21
07314;46.046833;-1.4115;6.95;1.86
07181;48.581;5.959833;-0.19;1.08
07510;44.830667;-0.691333;2.39;0.21
07190;48.5495;7.640333;3.19;0.28
07630;43.621;1.378833;-4.76;2.75
07643;43.577;3.963167;-8.77;0.77
07149;48.716833;2.384333;-0.90;0.63
07255;47.059167;2.359833;-0.69;0.12
07621;43.188;0.0;-0.70;1.21
07168;48.324667;4.02;0.27;0.75
07434;45.861167;1.175;1.41;0.51
07027;49.18;-0.456167;-3.14;2.64
07037;49.383;1.181667;-2.12;2.53
07481;45.7265;5.077833;-1.59;0.14
07630;43.621;1.378833;1.84;0.49
07110;48.444167;-4.412;-3.19;0.28
07535;44.745;1.396667;-1.35;0.36
07790;42.540667;9.485167;0;0
