07005;1.834;50.136;69
07015;3.0975;50.57;47
07020;-1.939833;49.725167;6
07027;-0.456167;49.18;67
07037;1.181667;49.383;151
07072;4.155333;49.209667;95
07110;-4.412;48.444167;94
07117;-3.473167;48.825833;55
07130;-1.734;48.068833;36
07139;0.110167;48.4455;143
07149;2.384333;48.716833;89
07168;4.02;48.324667;112
07181;5.959833;48.581;336
07190;7.640333;48.5495;150
07207;-3.218333;47.294333;34
07222;-1.608833;47.15;26
07240;0.727333;47.4445;108
07255;2.359833;47.059167;161
07280;5.088333;47.267833;219
07299;7.51;47.614333;263
07314;-1.4115;46.046833;11
07335;0.314333;46.593833;123
07434;1.175;45.861167;402
07460;3.149333;45.786833;331
07471;3.764;45.0745;833
07481;5.077833;45.7265;235
07510;-0.691333;44.830667;47
07535;1.396667;44.745;260
07558;3.0195;44.1185;712
07577;4.733;44.581167;73
07591;6.502333;44.565667;871
07607;-0.500167;43.909833;59
07621;0;43.188;360
07627;1.106833;43.005333;414
07630;1.378833;43.621;151
07643;3.963167;43.577;2
07650;5.216;43.437667;9
07661;5.940833;43.079333;115
07690;7.209;43.648833;2
07747;2.872833;42.737167;42
07761;8.792667;41.918;5
07790;9.485167;42.540667;10
61968;47.289667;-11.582667;3
61972;40.340667;-22.344167;6
61976;54.520667;-15.887667;7
61980;55.528667;-20.8925;8
61996;77.569167;-37.795167;27
61997;51.856667;-46.4325;146
61998;70.243333;-49.352333;29
67005;45.282833;-12.8055;7
71805;-56.179167;46.766333;21
78890;-61.004;16.335;27
78894;-62.852167;17.9015;44
78897;-61.516333;16.264;11
78922;-60.875333;14.7745;26
78925;-60.995667;14.595333;3
81401;-54.031667;5.4855;5
81405;-52.365333;4.822333;4
81408;-51.804667;3.890667;6
81415;-54.028333;3.640167;106
89642;140.001;-66.663167;43
