07558;3.0195;44.1185;100
61976;54.520667;-15.887667;69
07027;-0.456167;49.18;87
07110;-4.412;48.444167;73
07591;6.502333;44.565667;67
71805;-56.179167;46.766333;99
78925;-60.995667;14.595333;83
07015;3.0975;50.57;78
07149;2.384333;48.716833;69
81408;-51.804667;3.890667;69
89642;140.001;-66.663167;67
07020;-1.939833;49.725167;85
07761;8.792667;41.918;94
81405;-52.365333;4.822333;73
07168;4.02;48.324667;85
07607;-0.500167;43.909833;92
07650;5.216;43.437667;91
71805;-56.179167;46.766333;100
07149;2.384333;48.716833;94
07280;5.088333;47.267833;91
07434;1.175;45.861167;96
61976;54.520667;-15.887667;77
07020;-1.939833;49.725167;95
07117;-3.473167;48.825833;67
07168;4.02;48.324667;89
07690;7.209;43.648833;74
61970;42.712;-17.054667;68
71805;-56.179167;46.766333;100
07168;4.02;48.324667;86
07181;5.959833;48.581;90
07222;-1.608833;47.15;82
07335;0.314333;46.593833;83
07222;-1.608833;47.15;63
07650;5.216;43.437667;50
07015;3.0975;50.57;88
07280;5.088333;47.267833;97
81405;-52.365333;4.822333;76
07020;-1.939833;49.725167;77
07207;-3.218333;47.294333;81
07621;0.0;43.188;95
07747;2.872833;42.737167;87
07434;1.175;45.861167;91
61998;70.243333;-49.352333;78
07314;-1.4115;46.046833;87
07015;3.0975;50.57;83
07110;-4.412;48.444167;83
07168;4.02;48.324667;84
07222;-1.608833;47.15;84
07630;1.378833;43.621;70
07015;3.0975;50.57;77
07481;5.077833;45.7265;76
07627;1.106833;43.005333;78
07510;-0.691333;44.830667;97
78925;-60.995667;14.595333;80
81408;-51.804667;3.890667;90
78925;-60.995667;14.595333;84
07434;1.175;45.861167;100
07690;7.209;43.648833;58
07015;3.0975;50.57;91
07020;-1.939833;49.725167;66
07335;0.314333;46.593833;89
07630;1.378833;43.621;94
07314;-1.4115;46.046833;83
61980;55.528667;-20.8925;82
61996;77.569167;-37.795167;99
71805;-56.179167;46.766333;100
07207;-3.218333;47.294333;50
07510;-0.691333;44.830667;84
07577;4.733;44.581167;94
07650;5.216;43.437667;82
07240;0.727333;47.4445;81
07577;4.733;44.581167;90
07117;-3.473167;48.825833;65
07130;-1.734;48.068833;84
07149;2.384333;48.716833;90
07190;7.640333;48.5495;78
07577;4.733;44.581167;82
07627;1.106833;43.005333;98
78897;-61.516333;16.264;81
07577;4.733;44.581167;82
61980;55.528667;-20.8925;79
67005;45.282833;-12.8055;72
67005;45.282833;-12.8055;94
07027;-0.456167;49.18;93
78922;-60.875333;14.7745;81
07621;0.0;43.188;77
07690;7.209;43.648833;41
61997;51.856667;-46.4325;81
07240;0.727333;47.4445;79
07255;2.359833;47.059167;66
07627;1.106833;43.005333;42
07005;1.834;50.136;70
07149;2.384333;48.716833;53
07314;-1.4115;46.046833;86
07460;3.149333;45.786833;76
07510;-0.691333;44.830667;59
