07005;101560;101560;101560
07015;101500;99890;100698
07020;101940;99560;100750
07027;100920;99880;100400
07110;99580;98820;99200
07117;100670;99090;99880
07130;100840;100840;100840
07149;101220;99220;100032.5
07168;98980;98900;98942.5
07181;96180;96180;96180
07190;99450;99450;99450
07207;101120;100820;100970
07222;100860;99680;100456.666666667
07240;100840;99960;100400
07255;100170;100170;100170
07280;98350;97500;97925
07314;101230;101090;101143.333333333
07335;100050;99500;99775
07434;96070;95560;95753.3333333333
07460;97980;97980;97980
07481;97600;97600;97600
07510;100690;99820;100236.666666667
07558;91870;91870;91870
07577;100210;99850;100072.5
07591;89870;89870;89870
07607;99900;99900;99900
07621;97680;96390;97035
07627;96750;95600;96016.6666666667
07630;99250;98580;98915
07650;100530;99620;100073.333333333
07690;101590;99400;100406.666666667
07747;99750;99750;99750
07761;99380;99380;99380
71805;99320;98360;98935
78922;101020;101020;101020
81405;101050;100950;101000
81408;101140;101040;101090
89642;99480;99480;99480
